0	0.3328
0.02	0.418259753
0.04	0.503719506
0.06	0.589179259
0.08	0.674639012
0.1	0.760098765
0.12	0.832
0.14	0.832
0.16	0.832
0.18	0.832
0.2	0.832
0.22	0.832
0.24	0.832
0.26	0.832
0.28	0.832
0.3	0.832
0.32	0.832
0.34	0.832
0.36	0.832
0.38	0.832
0.4	0.832
0.42	0.832
0.44	0.832
0.46	0.832
0.48	0.832
0.5	0.832
0.52	0.832
0.54	0.832
0.56	0.832
0.58	0.832
0.6	0.81
0.62	0.783870968
0.64	0.759375
0.66	0.736363636
0.68	0.714705882
0.7	0.694285714
0.72	0.675
0.74	0.656756757
0.76	0.639473684
0.78	0.623076923
0.8	0.6075
0.82	0.592682927
0.84	0.578571429
0.86	0.565116279
0.88	0.552272727
0.9	0.54
0.92	0.52826087
0.94	0.517021277
0.96	0.50625
0.98	0.495918367
1	0.486
1.02	0.476470588
1.04	0.467307692
1.06	0.458490566
1.08	0.45
1.1	0.441818182
1.12	0.433928571
1.14	0.426315789
1.16	0.418965517
1.18	0.411864407
1.2	0.405
1.22	0.398360656
1.24	0.391935484
1.26	0.385714286
1.28	0.3796875
1.3	0.373846154
1.32	0.368181818
1.34	0.362686567
1.36	0.357352941
1.38	0.352173913
1.4	0.347142857
1.42	0.342253521
1.44	0.3375
1.46	0.332876712
1.48	0.3328
1.5	0.3328
1.52	0.3328
1.54	0.3328
1.56	0.3328
1.58	0.3328
1.6	0.3328
1.62	0.3328
1.64	0.3328
1.66	0.3328
1.68	0.3328
1.7	0.3328
1.72	0.3328
1.74	0.3328
1.76	0.3328
1.78	0.3328
1.8	0.3328
1.82	0.3328
1.84	0.3328
1.86	0.3328
1.88	0.3328
1.9	0.3328
1.92	0.3328
1.94	0.3328
1.96	0.3328
1.98	0.3328
2	0.3328
2.02	0.3328
2.04	0.3328
2.06	0.3328
2.08	0.3328
2.1	0.3328
2.12	0.3328
2.14	0.3328
2.16	0.3328
2.18	0.3328
2.2	0.3328
2.22	0.3328
2.24	0.3328
2.26	0.3328
2.28	0.3328
2.3	0.3328
2.32	0.3328
2.34	0.3328
2.36	0.3328
2.38	0.3328
2.4	0.3328
2.42	0.3328
2.44	0.3328
2.46	0.3328
2.48	0.3328
2.5	0.3328
2.52	0.3328
2.54	0.3328
2.56	0.3328
2.58	0.3328
2.6	0.3328
2.62	0.3328
2.64	0.3328
2.66	0.3328
2.68	0.3328
2.7	0.3328
2.72	0.3328
2.74	0.3328
2.76	0.3328
2.78	0.3328
2.8	0.3328
2.82	0.3328
2.84	0.3328
2.86	0.3328
2.88	0.3328
2.9	0.3328
2.92	0.3328
2.94	0.3328
2.96	0.3328
2.98	0.3328
3	0.3328
3.02	0.3328
3.04	0.3328
3.06	0.3328
3.08	0.3328
3.1	0.3328
3.12	0.3328
3.14	0.3328
3.16	0.3328
3.18	0.3328
3.2	0.3328
3.22	0.3328
3.24	0.3328
3.26	0.3328
3.28	0.3328
3.3	0.3328
3.32	0.3328
3.34	0.3328
3.36	0.3328
3.38	0.3328
3.4	0.3328
3.42	0.3328
3.44	0.3328
3.46	0.3328
3.48	0.3328
3.5	0.3328
3.52	0.3328
4	0.3328
